url,content,category
https://www.nytimes.com/2018/03/23/opinion/canada-health-reform.html,Why It’s So Hard to Reform Canadian Health Care Advertisement Supported by Op-Ed Contributor None TORONTO — Too many Canadians and Americans are negatively fixated on each other’s health systems — and the distortions that accompany so many conversations about health reform make it harder to improve care on both sides of the border. Canadians staunchly support our universal health care system  according to polls over many years. We live longer  healthier lives than Americans  and our survival rates for cancer and other diseases are comparable. The father of universal health coverage in Canada  Tommy Douglas  is considered a national hero. Like much of Europe  Canada considers access to health care a right on par with the right to food and shelter. In a country where medical bankruptcy is almost unheard of  we are reminded of our privilege every time we read about the shortcomings of the American health care system. None What Americans may not realize is that most Canadians are just as terrified of your system as you may be of ours (which  in fact  are several province-level systems). But sometimes that mix of pride  defensiveness and terror of American-style health care makes it hard for us to admit where Canada falls short. None For example: Most provinces don’t cover prescription drugs for most people. Many people live in remote  sparsely populated areas where specialized care is hard to get. Indigenous peoples and many new immigrants and refugees face complex barriers to health care access. And long waits for non-urgent services like hip replacements or M.R.I. scans for back pain are a genuine problem in many parts of our country. More than a third of Canadians wait more than two months to see a specialist  and 18 percent of Canadians wait at least four months for elective surgery. But it’s important to recognize that long waits are not an inherent feature of all universal health care systems — many countries in Europe and elsewhere with strong universal systems don’t experience these problems. What’s different is that in Canada  doctors and hospitals have a high degree of autonomy  and don’t always participate in efforts to reduce waits. At times they have opposed attempts to have other professionals care for patients or to shift resources into needy communities. And we have been slow to adopt virtual care  group-based care  and other models that would reduce waits. The solutions to delays in Canada lie in changing how we deliver health care services  not how we pay for them. More robust dialogue is needed to really tackle these important problems — but the long American shadow chills our discussions. Fear of an American-style market-based system inhibits a national conversation about how to expand the breadth of coverage and increase the timeliness of services. Instead of talking about how to make our system better  we’re talking about how much worse things are in the United States. And such behavior is evident on both sides of the border: Instead of closing their insurance coverage gaps  many Americans are busy pointing fingers at our difficulties. It’s an absurd habit that needs to end so that both countries can engage in more meaningful debate about how to fix our systems. In truth  neither country performs as well as it should aspire to do. For our part  Canadians must tackle a culture of incrementalism that stops us from expanding services and improving how they’re delivered. I know many doctors in the United States who would say the same about your system. The opportunities and challenges of rapid technological advances and an aging population don’t respect international borders. It would help us all if both countries stopped making each other a boogeyman to excuse their own paralysis. Danielle Martin is an associate professor of family and community medicine at the University of Toronto and the vice president for medical affairs and health systems solutions at Women’s College Hospital in Toronto. None Advertisement None None None Collapse SEE MY OPTIONS ,med_and_health
https://www.nytimes.com/2018/04/16/upshot/would-americans-accept-putting-health-care-on-a-budget.html,Would Americans Accept Putting Health Care on a Budget?  Advertisement Supported by The New Health Care The intuitive appeal of such a system is growing  and it’s getting a test in Maryland.  None If you wanted to get control of your household spending  you’d set a budget and spend no more than it allowed. You might wonder why we don’t just do the same for spending on American health care. None None Capping hospital spending raises concerns about harming quality and access. On these grounds  hospital executives and patient advocates might strongly resist spending constraints in the United States. None That brings us to Maryland’s experience with a capped system. The evidence from the state is far from conclusive  but this is a weighty and much-watched experiment for health researchers  so it’s worth diving into the details of the latest studies.  Starting in 2010 with eight rural hospitals  and expanding its plan in 2014 to the state’s other hospitals  Maryland set global budgets for hospital inpatient and outpatient services  as well as emergency department care. Each hospital’s budget is based on its past revenue and encompasses all payers for care  including Medicare  Medicaid and commercial market insurance. Budgets for hospitals are updated every year to ensure that their spending grows more slowly than the state’s economy. None None None None None Led by Eric Roberts  a health economist with the University of Pittsburgh  the study examined how Maryland achieved its Medicare savings  using data from 2009-2015. Like RTI’s report  it also compared Maryland hospitals’ experience with that of comparable hospitals elsewhere. However  unlike the RTI report  Mr. Roberts’s study did not find consistent evidence that changes in hospital use in Maryland could be attributed to global budgeting. His study also examined primary care use. Here  too  it did not find consistent evidence that Maryland differed from elsewhere. Because of the challenges of matching Maryland hospitals to others outside of the state for comparison  the authors took several statistical approaches in reaching their findings. With some approaches  the changes observed in Maryland were comparable to those in other states  raising uncertainty about their cause. None Changes brought about by the Affordable Care Act  which also passed in 2010  coincide with Maryland’s hospital payment reforms. The A.C.A. included many provisions aimed at reducing spending  and those changes could have led to hospital use and spending in other states on par with those seen in Maryland. A limitation of Maryland’s approach is that payments to physicians are not included in its global budgets. “Maryland didn’t put the state’s health system on a budget — it only put hospitals on a budget ” said Ateev Mehrotra  the study’s senior author and an associate professor of health care policy and medicine at Harvard Medical School. “Slowing health care spending and fostering better coordination requires including physicians who make the day-to-day decisions about how care is delivered.” None “Maryland hospitals are only beginning to capitalize on the model’s incentives to transform care in their communities ” said Joshua Sharfstein  a co-author of the editorial and a professor at the Johns Hopkins Bloomberg School of Public Health. “This means that as Maryland moves forward with new stages of innovation  there is a great deal more potential upside.” As former secretary of health and mental hygiene in Maryland  he helped institute the Maryland hospital payment approach.  None Can this system work across America?  None None None None Advertisement None None None Collapse SEE MY OPTIONS ,med_and_health
https://www.nytimes.com/2018/05/11/health/ebola-africa-vaccine.html,Ebola Erupts Again in Africa  Only Now There’s a Vaccine Advertisement Supported by Global Health None None Two days after a laboratory confirmed that the virus had killed two people in the remote Equateur Province  teams from the country’s health department  along with doctors from the World Health Organization and Doctors Without Borders  had reached Bikoro  a market town about 20 miles from Ikoko Ipenge  the village at the outbreak’s epicenter. The teams are expected to have a 15-bed treatment center and a mobile laboratory in place by this weekend  said Dr. Peter Salama  the W.H.O.’s deputy director general for emergency response. “It’s going to be tough  and it’s going to be costly to stamp this out ” Dr. Salama said at a news conference in Geneva. Health agencies soon plan to deploy a new Ebola vaccine for the first time since it was proved effective two years ago. If it succeeds in halting the outbreak  the vaccine may permanently change the way the world responds to Ebola and greatly lessen the terror surrounding the disease. Ebola kills about half its victims  often through horrific bleeding from all the body’s orifices. It is thought to circulate in bats  occasionally breaking out to infect people or apes that people sometimes eat. The virus is transmitted in blood  feces and many bodily fluids  and by sex. As of Friday  32 cases with Ebola symptoms and 18 deaths had been reported  the outbreak was believed to have started in early April. It was not confirmed as Ebola until Tuesday  when the National Institute for Biomedical Research in the country’s capital  Kinshasa  found the virus in two of five samples taken there for testing. Bikoro is about 500 miles upriver from Kinshasa  but reaching it by road takes about two days and requires four river crossings by ferry. Its airstrip is too decrepit and overgrown to allow supplies to be flown in  Dr. Salama said. Ikoko Ipenge is three more hours away  over dirt tracks usually traversed only by motorbikes. As is common in Ebola outbreaks  the disease appeared to be killing medical personnel and people who touch or wash bodies at funerals. At least one nurse was among the dead. Although the province is remote  the disease could spread. Bikoro is less than three hours by road from Mbandaka  a city of one million people  and it sits on the shores of Lake Tumba  which empties into the Congo River  on the other side of which is the Republic of Congo. The rapid multiagency reaction is driven in part by memories of 2014  when the Ebola virus appeared in West Africa for the first time. None The W.H.O. released $1 million from its emergency fund this week to fight the new outbreak  and the United Nations contributed $2 million more. The W.H.O. also opened its operations center  making plans to send to the country about 50 epidemiologists  clinicians and experts in logistics  infection control  communications and vaccination. The W.H.O. will also ship protective gowns  aprons  boots and masks for caregivers  as well as bleach spray  body bags and other equipment. The Wellcome Trust  Britain’s equivalent of the Bill and Melinda Gates Foundation  has donated $2.7 million to the effort  and the British government’s development agency donated $1.3 million. “We know from previous outbreaks that the D.R.C. is ready to act  but they need global support to ensure this outbreak is contained effectively ” said Dr. Jeremy Farrar  director of the Wellcome Trust. None None Because the vaccine is still unlicensed  the W.H.O. will have to approve releasing it for emergency use or the Congolese government will have to officially declare its use as part of a clinical trial  probably run by Doctors Without Borders  Dr. Berkley explained. “The country is requesting it  and the response is underway ” he said Friday. The vaccine must be kept cold  but it is packed in liquid-nitrogen-cooled containers meant to withstand days of transit over rough roads in hot weather  he said. There was another Ebola outbreak in the D.R.C. last year  also in a remote area  the province of Bas-Uélé. But before the vaccine could be rolled out  the virus was stopped by methods used in earlier outbreaks — health workers in protective gear isolating the sick and burying the dead. Ultimately only eight infections were confirmed  and four of the victims died. The rVSV-ZEBOV vaccine was in development for many years before the 2014 outbreak  but no one paid for clinical trials to prove it worked. The trial that proved it effective was organized only in that epidemic’s waning days  when there were just a few cases. Several other vaccines are also in development  including candidates from Johnson & Johnson  GSK  Russia and China. Donald G. McNeil Jr. reported from New York  and Nick Cummings-Bruce from Geneva. None None None None Advertisement None None None Collapse SEE MY OPTIONS ,med_and_health
https://www.nytimes.com/2018/05/04/health/malaria-nets-children-africa.html,Laced With Two Insecticides  New Nets Protect Children From Malaria Advertisement Supported by Global Health None None None The new nets contain pyrethroids  a class of chemicals used in nets for over a decade  along with the newer compound  piperonyl butoxide  which blocks mosquitoes’ ability to break down pyrethroids. (It is sometimes called a “pesticide synergist.”) None It is hard to find new insecticides suitable for nets  because they must kill or repel mosquitoes and yet be safe for the babies and youngsters who sleep under them. The insecticides also must be able to stand up to washing and intense sunlight. Piperonyl butoxide largely fades away after two years. In the study’s second year  protection by nets with piperonyl butoxide had diminished  and malaria prevalence in children was reduced by only 33 percent. Insecticide-impregnated nets are considered an important factor in the world’s recent success against the disease: malaria deaths dropped 60 percent between 2000 and 2015. Other factors included coating walls inside homes with long-lasting pesticides  prophylactic treatment of pregnant women and young children during malaria seasons  new rapid malaria tests and treatment using compounds based artemisinin  which comes from wormwood plants. None None None None None None Advertisement None None None Collapse SEE MY OPTIONS ,med_and_health
https://www.nytimes.com/2018/03/13/books/review-doing-harm-maya-dusenbery-ask-me-about-my-uterus-abby-norman-invisible-michele-lent-hirsch.html,Three Views of the Crisis in Women’s Health Advertisement Supported by Books of The Times None A woman receives a breast cancer diagnosis and opts for a mastectomy — only for her doctor to object: “But you aren’t married.” A young girl suffering from endometriosis  a condition in which uterine cells migrate to other areas of the body  is informed by her doctor that childbirth will ease the pain. “I’m only 11 ” she later tells her support group  baffled. A woman complains of vomiting uncontrollably  up to 100 times a night. She is offered antidepressants. When it finally occurs to a doctor to examine her further  to discover and perform surgery on her barely functioning gallbladder  she is on the verge of death. These aren’t tales from the dark ages of medicine. They are ordinary modern realities documented in Maya Dusenbery’s well researched  wonderfully truculent new book  “Doing Harm ” one of a cluster of new investigations into gender bias in medical treatment that also includes “Ask Me About My Uterus ” by Abby Norman  and “Invisible ” by Michele Lent Hirsch. To put it kindly: These books are a mixed bag. Dusenbery  the editor of the website Feministing  is the most capable writer of the bunch  and “Doing Harm” is an orderly blizzard of studies and statistics examining sexism at every level in medicine  from medical school admissions on up. The journalists Norman and Hirsch  on the other hand  offer up more personal takes — valuable if ungainly melds of memoir and reportage marked by excellent intentions and awkward prose. In “Ask Me About My Uterus ” Norman recounts years of unexplained pain later discovered (by her) to be endometriosis. In “Invisible ” Hirsch looks at how chronic sickness reshapes the personal and professional lives of young women — while invoking the Job-like torments of her own 20s  when she endured thyroid cancer  hip surgery  Lyme disease and a rare condition called mast-cell activation syndrome  which could cause her to go into anaphylactic shock at any time. Taken together  these three books tell an alarming story about how difficult it is for women to access quality care  particularly those women suffering from poorly understood autoimmune disorders. This is hardly breaking news. One member of the feminist collective that produced the 1971 women’s health manual “Our Bodies  Ourselves” said that “everyone had a ‘doctor story’—that is  a tale about male physicians who were sexist  paternalistic  judgmental or simply unable to provide the information women needed.” None In “Doing Harm ” this cultural distrust of women — ancient and ingrained — is shown to govern quality of care at every stage of treatment. Women with abdominal pain wait in emergency rooms for 65 minutes compared with 49 minutes for men   and young women are seven times more likely to be sent home from a hospital while in the middle of a heart attack. Doctors rarely communicate (or understand) how drugs from aspirin to antidepressants affect women and men differently. Autoimmune disorders have been understudied because  as Hirsch points out  three-fourths of the patients are women and it is considered a woman’s ailment  never mind that 37 million people are afflicted  as estimated by the American Autoimmune Related Diseases Association. (In comparison  15 million Americans have cancer.) None For women of color  especially black women  the situation is even more parlous. Black patients are 22 times less likely to get any kind of pain relief in emergency rooms. And Dusenbery reports on a disturbing 2016 study of more than 200 medical students who were presented absurd  made-up statements on race and medicine. Half gave credence to statements like: Black people have less sensitive nerve endings than white people. Addressing such entrenched inequities requires more than bringing more women doctors into the fold. As Norman learns the hard way in “Ask Me About My Uterus ” women doctors are not immune from implicit bias. Nor will a greater number of women doctors make up for the fact that  to this day  men are the default objects of study for research. A 2005 study found that almost 80 percent of animal pain studies used only males. A 1986 study on the influence of obesity on breast and uterine cancer infamously failed to enroll any women in the study. According to Virginia Woolf  writing about the sick body (“this monster ” “this miracle”) requires the courage of a lion tamer and the spirit of a philosopher. Not all these books meet that exalted standard. But all three  despite their grim stories and projections  leave the reader galvanized  not despairing. Each of them ends on a similar note — calling for women to keep sharing their “doctor stories ” keep putting pressure on medical professionals to study women’s health and  in the meantime  for women themselves to learn how to advocate for their own care. Even as they recognize the burden that sick women must carry (Dusenbery: “Women should not be required to be more knowledgeable about women’s health than their doctors are”)  they are each  in their own flawed  complicated way  the very intervention they seek. None None Advertisement None None None Collapse SEE MY OPTIONS ,med_and_health
https://www.nytimes.com/2018/01/26/opinion/protecting-conscientious-providers-of-health-care.html,Protecting Conscientious Providers of Health Care Advertisement Supported by Op-Ed Contributors None None None None Sounds nice. But if the goal is to provide expansive protection of conscience  why are these emphatic new efforts so one-sided  focused solely on the plight of health care workers who refuse care on moral grounds — people whom the department is already equipped to protect — while ignoring those who seek to provide medically accepted services? And more important  why is the nation’s public health agency ignoring patient needs? None The Department of Health and Human Services seems to have forgotten these inclusive roots. None None If the new division is as serious about protecting conscience as it claims to be  it should commit to enforcing the Church Amendment’s existing protections for both refusers and providers of abortion and sterilization services  as Congress intended. More generally  it should recognize that conscientious providers encounter legal and institutional barriers to acting on their convictions. The department should encourage Congress to emulate the Church Amendment’s bidirectional protection in all federal conscience clauses and should use its own policymaking authority to protect providers seeking to promote patient access. None None Given that the Department of Health and Human Services has chosen to emphasize refusal over access  however  it is unlikely to take these crucial steps. Its new division is touted as a bastion of tolerance and inclusiveness. But in reality  it intends to only shield a select few. None None Advertisement None None None Collapse SEE MY OPTIONS ,med_and_health
https://www.nytimes.com/2018/04/20/health/zika-study-ethics.html,Ethicists Call for More Scrutiny of ‘Human-Challenge’ Trials Advertisement Supported by Global Health None WASHINGTON — Members of a government ethics panel have renewed their criticisms of a controversial study in which volunteers are to be deliberately infected with the Zika virus. In an article published this month in the journal Science  panel members called for the establishment of ethics committees to review the design of such human-challenge studies  which are sometimes used to test vaccines. “There is no way to turn back time ” said Ms. Seema Shah  a bioethicist at the University of Washington who chaired the panel and is a co-author of the new paper. “When you’re asking someone to take a risk that won’t benefit them but may benefit others in the future  you need to know two things — that proper protections are in place  and that it’s really going to move the needle.” With funding from the National Institutes of Health  the investigators plan to inoculate participants with potential vaccines and then to inject them with small doses of the Zika virus to test the vaccines’ effectiveness. The N.I.H. has not yet decided whether the research will proceed. The scientists leading the trial say it is necessary to prevent a future epidemic. But Ms. Shah and other bioethicists convened by the N.I.H. concluded in 2017 that the research had “insufficient value” to justify the risks. People outside the study  such as sexual partners  might also be infected  the panel said. And Zika infection might have unspecified consequences for participants in the long term. But scientists in charge of the study said the panel’s concerns were hypothetical and did not take into account the proposed protocol. They plan to use minimal doses of Zika virus and to quarantine patients in a hospital inpatient unit. The study also would start by enrolling only women — who are less likely to transmit Zika sexually — and would require them to use long-term birth control. “It’s really insulting ” said Dr. Stephen Whitehead  a vaccine researcher at the N.I.H.  said of the panel’s decision. “We’ve been painted as mad scientists who do horrible studies on human beings. But we’re on top of all these risks.” Human-challenge studies are only conducted at a small number of institutions in the United States. The trials have been used to test vaccines or treatments for dengue  malaria  influenza and norovirus  among other diseases. Natural Zika outbreaks are becoming too sporadic to test vaccines  so until the next large outbreak  a human-challenge study may be the only way for vaccine developers to proceed. “This ethics consultation was debilitating for the whole community ” said Dr. Anna Durbin  a research clinician at Johns Hopkins University who collaborated on the study’s design. “It really slammed the door on progress.” None None None None Advertisement None None None Collapse SEE MY OPTIONS ,med_and_health
https://www.nytimes.com/2018/04/03/magazine/can-doctors-choose-between-saving-lives-and-saving-a-fortune.html,Can Doctors Choose Between Saving Lives and Saving a Fortune? Advertisement Supported by On Medicine None To understand something about the spiraling cost of health care in the United States  we might begin with a typical conundrum: Imagine a 60-something man — a nonsmoker  overweight  with diabetes — who has just survived a heart attack. Perhaps he had an angioplasty  with the placement of a stent  to open his arteries. The doctor’s job is to keep the vessels open. She has two choices of medicines to reduce the risk for a second heart attack. There’s Plavix  a tried-and-tested blood thinner  that prevents clot formation  the generic version of the drug costs as little as 25 cents a pill. And there’s Brilinta  a newer medicine that is also effective in clot prevention  it costs about $6.50 a pill — 25 times as much. None “We thought about this nearly every day when discharging patients from the cardiology unit ” Dhruv Khullar  a newly minted hospital attending  told me. “Some of us believed that a doctor’s job is to deliver the best possible care  period. Others argued that doctors should aim to find some balance between medical benefit  financial cost and social responsibility. It’s the kind of question that we aren’t really trained to solve. Are costs something that an individual doctor should do something about? What is a doctor supposed to do?” None None None None The study’s authors also analyzed the costs of labor  salaries and administration. American doctors and nurses were paid substantially more than their European  Canadian or Japanese counterparts. But as Ezekiel Emanuel  an oncologist and bioethicist  noted in an accompanying editorial in The Journal of the American Medical Association  Americans also have fewer doctors per capita than many other countries  and so these salaries  weighted on a “per patient” basis  are only minimally higher than those in most countries. The administrative burdens were  however  disproportional and unique to American care. In one 2009 survey  the costs associated with doctors and nurses “interacting” with health-insurance plans — a euphemism for those deadly hours spent filling out forms  recording prior authorizations and negotiating with insurers — amounted to more than $23 billion a year. The three major factors identified by the researchers — administrative waste  pharmaceutical price and procedural cost — may provoke familiar-sounding solutions to the costs of health care. Decrease waste by removing unnecessary and burdensome paperwork. Drive down pharmaceutical prices — through negotiation on costs  for instance  or by enabling the introduction of generic alternatives for patent-expired medicines. And limit the use of high-cost  low-value procedures where possible. But what of the Khullar conundrum? What can an individual doctor do to fix health care costs? At first glance  the prescriptions prompted by the study’s authors seem dispiriting: The solutions are abstract and political  and they lie outside the realm of medical practice. Yet if you look more closely  this essential quandary of medicine may require a medical solution. Among the problems of American health care is a startling dissociation between “cost” and “value”: We pay more  but we often don’t get more. How might anyone restore the cost-value balance? In part  of course  through legislative and administrative reform  via political and public pressure. But in part  also  by deploying powerful tools that are newly at our disposal — genetics  epidemiology  computational analysis  biochemistry. None These strategies  if successful  will focus treatments on those most likely to benefit  reducing expenditures and complications. The big hope  yet unfulfilled  is that such treatment will ultimately increase value and decrease overall cost (in recent times  the focusing of medicines on subsegments of patients has resulted only in more expensive drugs). It’s the sort of medicine that might treat medicine’s cost crisis. It’s the kind of problem that a young doctor might learn to love. Siddhartha Mukherjee is the author of “The Emperor of All Maladies: A Biography of Cancer” and  more recently  “The Gene: An Intimate History.” None Advertisement None None None Collapse SEE MY OPTIONS ,med_and_health
https://www.nytimes.com/column/on-medicine,"
                On Medicine             Advertisement A study shows the unpredictability of human behavior and the implication for medicine. By SIDDHARTHA MUKHERJEE Physicians grapple with the extraordinary cost of medical care in America. By SIDDHARTHA MUKHERJEE What happens when the therapeutic alliance turns into a disturbing dance of deception? By SIDDHARTHA MUKHERJEE Can we teach a computer to predict when it’s time to say goodbye? By SIDDHARTHA MUKHERJEE When a clinical trial falters  doctors find themselves sifting through the rubble. By SIDDHARTHA MUKHERJEE What happens when you identify too much with a patient? By SIDDHARTHA MUKHERJEE Understanding the link will involve unraveling the mysteries of inflammation. By SIDDHARTHA MUKHERJEE A study shows the unpredictability of human behavior and the implication for medicine. By SIDDHARTHA MUKHERJEE Physicians grapple with the extraordinary cost of medical care in America. By SIDDHARTHA MUKHERJEE What happens when the therapeutic alliance turns into a disturbing dance of deception? By SIDDHARTHA MUKHERJEE Can we teach a computer to predict when it’s time to say goodbye? By SIDDHARTHA MUKHERJEE When a clinical trial falters  doctors find themselves sifting through the rubble. By SIDDHARTHA MUKHERJEE What happens when you identify too much with a patient? By SIDDHARTHA MUKHERJEE Understanding the link will involve unraveling the mysteries of inflammation. By SIDDHARTHA MUKHERJEE Go to Home Page » ",med_and_health
https://www.nytimes.com/2018/05/09/magazine/surgical-checklists-save-lives-but-once-in-a-while-they-dont-why.html,Surgical Checklists Save Lives — but Once in a While  They Don’t. Why? Advertisement Supported by On Medicine None Late last year  I witnessed an extraordinary surgical procedure at the Cleveland Clinic in Ohio. The patient was a middle-aged man who was born with a leaky valve at the root of his aorta  the wide-bored blood vessel that arcs out of the human heart and carries blood to the upper and lower reaches of the body. That faulty valve had been replaced several years ago but wasn’t working properly and was leaking again. To fix the valve  the cardiac surgeon intended to remove the old tissue  resecting the ring-shaped wall of the aorta around it. He would then build a new vessel wall  crafted from the heart-lining of a cow  and stitch a new valve into that freshly built ring of aorta. It was the most exquisite form of human tailoring that I had ever seen. The surgical suite ran with unobstructed  preternatural smoothness. Minutes before the incision was made  the charge nurse called a “time out.” The patient’s identity was confirmed by the name tag on his wrist. The surgeon reviewed the anatomy  while the nurses — six in all — took their positions around the bed and identified themselves by name. A large steel tray  with needles  sponges  gauze and scalpels  was placed in front of the head nurse. Each time a scalpel or sponge was removed from the tray  as I recall  the nurse checked off a box on a list  when it was returned  the box was checked off again. The old tray was not exchanged for a new one  I noted  until every item had been ticked off twice. It was a simple  effective method to stave off a devastating but avoidable human error: leaving a needle or sponge inside a patient’s body. In 2007  the surgeon and writer Atul Gawande began a study to determine whether a 19-item “checklist” might reduce human errors during surgery. The items on the list included many of the checks that I had seen in action in the operating room: the verification of a patient’s name and the surgical site before incision  documentation of any previous allergic reactions  confirmation that blood and fluids would be at hand if needed  and  of course  a protocol to account for every needle and tool before and after a surgical procedure. Gawande’s team applied this checklist to eight sites in eight cities across the globe  including hospitals in India  Canada  Tanzania and the United States  and measured the rate of death and complications before and after implementation. The results were startling: The mortality rate fell to 0.8 percent from 1.5 percent  and surgical complications declined to 7 percent from 11 percent. In the decade that ensued  surgical checklists proved effective in diverse settings. In South Carolina  in hospitals that implemented checklists  the 30-day mortality for certain surgical procedures fell to 2.8 percent from 3.4 percent. In the Netherlands  the deployment of checklists along a patient’s full surgical journey — from admission to discharge — caused a striking decrease in complications and mortality. In 2014  Gawande’s team (now an organization called Ariadne Labs in Boston) started perhaps their most ambitious study on the impact of checklists. This time  the team focused its attention on the practice of childbirth in India: Could adherence to a checklist containing “essential birth practices” reduce the rates of infant and maternal mortality? The Ariadne team identified 60 matching pairs of facilities in cities like Lucknow and Agra in the state of Uttar Pradesh. A 28-item checklist was created: Was a clean towel provided at birth? Were there sterile scissors at hand? Did the birth attendant remember to wash his or her hands? Was the infant’s temperature measured after delivery? An intensive eight-month peer-coaching program to implement this checklist was used in half the paired hospitals. The study enrolled nearly 160 000 pregnant women. The chances of mother or infant dying  or of severe maternal complications  was measured. Despite the team’s strenuous attempts to implement this checklist  there was no discernible impact: The rate of adverse outcomes in the experimental group was identical to the rate in the control group — around 15 percent. About 7 400 babies were stillborn or died within the first week of life. None None None None In particularly risky circumstances  such as the treatment of TB or H.I.V. (in which the risk of drug resistance increases if medicines are taken off schedule)  doctors have resorted to trials that observe patients actually swallowing their medicines in front of a physician’s eyes — a strategy called Directly Observed Therapy. These “DOT” trials work at first  but patients often become noncompliant in the real world once the direct observation ceases. And so  in time  do nurses  hospital staff and birth attendants: In the childbirth trial in India  35 percent of the attendants started off washing their hands during the first months of the study  while coaching and supervision were still active. By 12 months  when the coaching had ceased  that proportion had dropped to 12 percent. We might describe this situation as a “behavioral relapse ” akin to the physiological relapse of cancer or of an immunological illness. Unlike cancer  though  behavioral relapse has no measure: no marker  no biopsy  no powerful predictive test  it remains undetectable by most methods. As much as we need experimental tools to survey human physiology  doctors need experimental tools to understand  survey and change medicine’s least familiar frontier: human behavior. Siddhartha Mukherjee is the author of “The Emperor of All Maladies: A Biography of Cancer” and  more recently  “The Gene: An Intimate History.” None Advertisement None None None Collapse SEE MY OPTIONS ,med_and_health
